feedback_id,user_id,restaurant_id,feedback_text,submitted_on,feedback_type,priority_level,admin_response,response_date,is_resolved
FDBK13248,5640,Chipotle_61312,Food quality was not as expected.,2021-04-10,Inquiry,Medium,,2024-10-06,False
FDBK13249,11374,Chipotle_44242,Loved the ambiance and the staff were friendly.,2024-07-18,Complaint,High,"Resolved, thank you for reaching out.",2024-07-18,True
FDBK13250,9606,Red_8946,"Exceptional experience, highly recommend!",2023-04-01,Inquiry,Low,We are looking into this issue.,2024-11-19,True
FDBK13251,4033,Texas_39717,"The service was too slow, please improve.",2021-04-26,Suggestion,Medium,Thank you for your feedback.,2024-07-11,True
FDBK13252,4796,Outback_6205,"The service was too slow, please improve.",2023-08-18,Suggestion,High,,2023-08-18,True
FDBK13253,2443,Chipotle_16412,"Exceptional experience, highly recommend!",2024-10-23,Complaint,Medium,,2024-10-23,True
FDBK13254,4718,Outback_17345,"Great service, but room for improvement.",2024-08-25,Suggestion,High,We are looking into this issue.,2024-08-25,True
FDBK13255,9098,Outback_97005,Food quality was not as expected.,2021-09-10,Suggestion,Low,We are looking into this issue.,2022-05-03,False
FDBK13256,9901,Texas_48687,Loved the ambiance and the staff were friendly.,2024-02-05,Other,Low,"Resolved, thank you for reaching out.",2024-02-05,True
FDBK13257,4444,Outback_81175,"Great service, but room for improvement.",2024-01-28,Other,High,,2024-01-28,False
FDBK13258,7028,Buffalo_67234,"The service was too slow, please improve.",2020-05-16,Suggestion,Low,Thank you for your feedback.,2020-05-16,False
FDBK13259,9307,Chili's_51389,"Great service, but room for improvement.",2023-04-16,Praise,Low,Thank you for your feedback.,2023-04-16,True
FDBK13260,11238,Chipotle_61232,Food quality was not as expected.,2021-05-11,Complaint,High,Thank you for your feedback.,2021-09-21,False
FDBK13261,5687,The_14860,Loved the ambiance and the staff were friendly.,2022-03-03,Other,High,"Resolved, thank you for reaching out.",2022-03-03,False
FDBK13262,6914,Red_87136,Food quality was not as expected.,2021-02-01,Complaint,Medium,We are looking into this issue.,2021-02-01,False
FDBK13263,10873,Olive_45341,"The service was too slow, please improve.",2023-10-12,Other,High,"Resolved, thank you for reaching out.",2024-07-24,True
FDBK13264,10619,Buffalo_16914,Food quality was not as expected.,2023-02-15,Complaint,Medium,Thank you for your feedback.,2023-02-15,True
FDBK13265,2011,Outback_2375,"Exceptional experience, highly recommend!",2021-01-23,Other,Low,,2021-02-15,True
FDBK13266,9577,P.F._5163,"The service was too slow, please improve.",2021-03-09,Inquiry,Low,We are looking into this issue.,2023-08-16,False
FDBK13267,8551,Outback_92565,"Great service, but room for improvement.",2023-06-29,Other,Low,Thank you for your feedback.,2023-06-29,False
FDBK13268,7672,Panera_97578,"The service was too slow, please improve.",2021-01-26,Inquiry,Low,We are looking into this issue.,2021-01-26,False
FDBK13269,4348,Texas_53417,"Great service, but room for improvement.",2021-12-16,Praise,Low,Thank you for your feedback.,2024-10-19,False
FDBK13270,9048,Olive_26991,Food quality was not as expected.,2022-07-23,Complaint,Medium,"Resolved, thank you for reaching out.",2024-04-29,False
FDBK13271,11114,Outback_50905,Food quality was not as expected.,2023-12-04,Inquiry,Low,,2023-12-04,True
FDBK13272,9807,The_6950,"Great service, but room for improvement.",2020-12-31,Inquiry,Medium,Thank you for your feedback.,2024-12-23,True
FDBK13273,3702,Olive_83891,Food quality was not as expected.,2022-11-16,Praise,Medium,"Resolved, thank you for reaching out.",2023-05-02,True
FDBK13274,2782,Outback_26725,Loved the ambiance and the staff were friendly.,2024-12-23,Suggestion,Low,,2024-12-23,False
FDBK13275,6379,Buffalo_98934,"Exceptional experience, highly recommend!",2023-01-24,Inquiry,High,We are looking into this issue.,2023-06-05,True
FDBK13276,6982,P.F._15473,"Great service, but room for improvement.",2022-06-05,Other,Low,"Resolved, thank you for reaching out.",2022-06-05,True
FDBK13277,2489,Outback_41225,"The service was too slow, please improve.",2022-06-19,Other,Medium,We are looking into this issue.,2022-06-19,True
FDBK13278,6794,Olive_83881,"Great service, but room for improvement.",2021-03-26,Other,Low,,2023-01-18,False
FDBK13279,10743,P.F._41693,"The service was too slow, please improve.",2023-11-04,Suggestion,High,We are looking into this issue.,2023-11-04,True
FDBK13280,11177,Chili's_48609,"The service was too slow, please improve.",2020-02-14,Inquiry,Medium,We are looking into this issue.,2020-11-05,True
FDBK13281,4908,The_92120,Food quality was not as expected.,2021-03-05,Complaint,Medium,Thank you for your feedback.,2023-11-25,True
FDBK13282,8216,The_95050,"The service was too slow, please improve.",2020-04-06,Inquiry,High,Thank you for your feedback.,2020-09-18,True
FDBK13283,6047,Panera_63908,Loved the ambiance and the staff were friendly.,2024-03-16,Inquiry,Low,Thank you for your feedback.,2024-03-16,True
FDBK13284,9888,Chili's_80489,"Great service, but room for improvement.",2020-05-25,Suggestion,Medium,We are looking into this issue.,2023-08-14,False
FDBK13285,7724,The_46440,"The service was too slow, please improve.",2021-05-27,Praise,Low,We are looking into this issue.,2021-05-27,True
FDBK13286,4549,Buffalo_484,Food quality was not as expected.,2020-03-28,Inquiry,Medium,,2021-10-11,False
FDBK13287,9028,Texas_23877,"Exceptional experience, highly recommend!",2021-05-24,Praise,Low,,2022-08-11,True
FDBK13288,6951,Panera_73738,"The service was too slow, please improve.",2022-06-16,Inquiry,High,Thank you for your feedback.,2022-06-16,True
FDBK13289,7098,Panera_88668,"The service was too slow, please improve.",2022-05-04,Complaint,Low,Thank you for your feedback.,2023-03-31,False
FDBK13290,4112,The_50690,"The service was too slow, please improve.",2020-05-06,Inquiry,Low,,2023-09-03,False
FDBK13291,3064,Chili's_37589,Food quality was not as expected.,2022-04-23,Complaint,Medium,,2023-09-28,False
FDBK13292,10693,Red_97916,Loved the ambiance and the staff were friendly.,2023-07-18,Complaint,High,"Resolved, thank you for reaching out.",2024-11-11,False
FDBK13293,3679,Chili's_86889,Food quality was not as expected.,2021-10-25,Suggestion,Medium,"Resolved, thank you for reaching out.",2021-10-25,False
FDBK13294,3759,Texas_35987,Loved the ambiance and the staff were friendly.,2021-12-12,Other,High,Thank you for your feedback.,2022-10-22,False
FDBK13295,9766,Panera_12268,"The service was too slow, please improve.",2021-08-11,Praise,Low,We are looking into this issue.,2021-08-11,True
FDBK13296,4866,Chipotle_59592,Loved the ambiance and the staff were friendly.,2020-10-03,Other,Low,We are looking into this issue.,2020-10-03,True
FDBK13297,10559,Red_99266,"Exceptional experience, highly recommend!",2024-01-06,Other,High,Thank you for your feedback.,2024-01-06,True
FDBK13298,8682,The_19710,"The service was too slow, please improve.",2020-05-14,Inquiry,Low,We are looking into this issue.,2021-05-06,False
FDBK13299,6145,P.F._64513,"Exceptional experience, highly recommend!",2020-12-14,Complaint,High,Thank you for your feedback.,2022-07-10,False
FDBK13300,8798,Chili's_21629,Food quality was not as expected.,2020-07-17,Other,Medium,,2023-02-13,True
FDBK13301,7941,P.F._95333,Loved the ambiance and the staff were friendly.,2021-02-01,Inquiry,Low,,2021-07-13,True
FDBK13302,4268,Texas_85617,Food quality was not as expected.,2024-02-15,Suggestion,Medium,We are looking into this issue.,2024-02-15,True
FDBK13303,2292,Buffalo_54214,"Exceptional experience, highly recommend!",2020-06-17,Inquiry,Low,We are looking into this issue.,2024-12-03,True
FDBK13304,3765,Panera_56698,Food quality was not as expected.,2021-03-12,Complaint,High,Thank you for your feedback.,2022-05-23,False
FDBK13305,2737,Chili's_77219,Food quality was not as expected.,2021-10-01,Complaint,Medium,"Resolved, thank you for reaching out.",2022-04-14,True
FDBK13306,3196,Outback_93395,"Exceptional experience, highly recommend!",2022-08-26,Other,Medium,"Resolved, thank you for reaching out.",2022-08-26,False
FDBK13307,2031,Chipotle_73952,"The service was too slow, please improve.",2022-08-11,Suggestion,High,,2022-08-11,False
FDBK13308,5363,Chipotle_37362,Food quality was not as expected.,2021-03-14,Suggestion,Medium,Thank you for your feedback.,2024-05-09,True
FDBK13309,2235,Texas_38957,"Exceptional experience, highly recommend!",2022-09-26,Complaint,Low,We are looking into this issue.,2022-09-26,False
FDBK13310,6129,The_62980,"The service was too slow, please improve.",2024-02-04,Other,High,,2025-01-01,False
FDBK13311,3173,Texas_42487,Food quality was not as expected.,2020-06-06,Suggestion,High,Thank you for your feedback.,2023-10-19,False
FDBK13312,11614,Chipotle_7122,"The service was too slow, please improve.",2021-03-27,Praise,Low,,2021-08-14,True
FDBK13313,9521,P.F._44133,"The service was too slow, please improve.",2022-10-22,Inquiry,High,Thank you for your feedback.,2022-10-22,False
FDBK13314,10941,Chipotle_6822,"Exceptional experience, highly recommend!",2020-08-16,Other,High,,2021-04-16,True
FDBK13315,5747,Olive_37671,Food quality was not as expected.,2021-02-09,Other,Low,,2024-12-26,True
FDBK13316,5368,Buffalo_67964,"Exceptional experience, highly recommend!",2022-10-06,Other,Medium,Thank you for your feedback.,2022-10-06,False
FDBK13317,6989,The_82110,Loved the ambiance and the staff were friendly.,2024-03-09,Suggestion,High,"Resolved, thank you for reaching out.",2024-03-09,False
FDBK13318,8947,Olive_44441,"Great service, but room for improvement.",2023-09-28,Complaint,High,We are looking into this issue.,2023-09-28,False
FDBK13319,3432,Olive_93851,Food quality was not as expected.,2023-07-06,Praise,High,Thank you for your feedback.,2023-07-06,False
FDBK13320,7372,Chili's_22799,"Great service, but room for improvement.",2023-01-26,Other,Low,Thank you for your feedback.,2023-01-26,True
FDBK13321,10621,P.F._17113,Loved the ambiance and the staff were friendly.,2020-09-28,Complaint,Medium,We are looking into this issue.,2020-09-28,True
FDBK13322,3381,Olive_28111,"The service was too slow, please improve.",2021-01-21,Complaint,Low,"Resolved, thank you for reaching out.",2021-06-30,False
FDBK13323,6507,Texas_9747,"Great service, but room for improvement.",2020-04-11,Complaint,High,Thank you for your feedback.,2020-09-05,False
FDBK13324,3086,Chili's_35339,"Great service, but room for improvement.",2021-10-16,Complaint,High,,2022-06-17,True
FDBK13325,3313,Outback_5255,Loved the ambiance and the staff were friendly.,2022-02-23,Other,Low,Thank you for your feedback.,2022-02-23,True
FDBK13326,8214,Olive_60401,"Exceptional experience, highly recommend!",2020-10-11,Inquiry,Medium,"Resolved, thank you for reaching out.",2020-10-11,False
FDBK13327,6563,Chipotle_74822,"Exceptional experience, highly recommend!",2020-04-15,Complaint,Low,,2022-12-04,False
FDBK13328,4538,Red_61856,"The service was too slow, please improve.",2023-04-23,Other,Low,We are looking into this issue.,2023-04-23,False
FDBK13329,7788,Olive_78181,Loved the ambiance and the staff were friendly.,2020-04-09,Praise,Medium,,2020-04-09,True
FDBK13330,2587,Olive_84501,"Great service, but room for improvement.",2021-10-16,Suggestion,Medium,"Resolved, thank you for reaching out.",2023-06-03,False
FDBK13331,2645,Chipotle_2602,"Exceptional experience, highly recommend!",2022-09-05,Inquiry,Medium,Thank you for your feedback.,2022-09-05,True
FDBK13332,5998,P.F._20733,"Exceptional experience, highly recommend!",2023-01-13,Suggestion,High,"Resolved, thank you for reaching out.",2024-06-04,False
FDBK13333,5282,Buffalo_8744,"Exceptional experience, highly recommend!",2024-03-21,Complaint,High,,2024-03-21,False
FDBK13334,5895,Chipotle_49412,Loved the ambiance and the staff were friendly.,2020-03-18,Praise,Medium,We are looking into this issue.,2020-08-09,True
FDBK13335,11646,The_29750,"Great service, but room for improvement.",2023-04-19,Other,Low,,2024-05-23,True
FDBK13336,7110,Texas_93597,"Great service, but room for improvement.",2024-10-13,Suggestion,Medium,Thank you for your feedback.,2024-10-13,False
FDBK13337,4895,Outback_74065,Loved the ambiance and the staff were friendly.,2020-12-03,Suggestion,Low,"Resolved, thank you for reaching out.",2024-02-14,False
FDBK13338,11330,Red_33546,"Great service, but room for improvement.",2023-11-28,Suggestion,High,,2023-11-28,True
FDBK13339,4468,Olive_1111,"Exceptional experience, highly recommend!",2022-11-27,Praise,High,,2024-05-17,True
FDBK13340,10967,Red_61236,Food quality was not as expected.,2021-10-21,Praise,Low,,2023-10-19,True
FDBK13341,9521,Chipotle_2812,"Great service, but room for improvement.",2024-07-02,Other,Medium,We are looking into this issue.,2024-07-02,True
FDBK13342,3578,The_94130,"Exceptional experience, highly recommend!",2021-02-05,Other,High,We are looking into this issue.,2024-07-11,False
FDBK13343,3318,Chili's_26419,Loved the ambiance and the staff were friendly.,2020-02-26,Other,Low,"Resolved, thank you for reaching out.",2024-06-27,False
FDBK13344,4704,P.F._8083,Loved the ambiance and the staff were friendly.,2023-07-10,Praise,Medium,"Resolved, thank you for reaching out.",2023-08-07,False
FDBK13345,11884,Chili's_10699,"The service was too slow, please improve.",2022-01-14,Other,High,We are looking into this issue.,2022-01-14,False
FDBK13346,2462,Outback_61975,"The service was too slow, please improve.",2020-03-13,Other,Medium,,2020-03-13,False
FDBK13347,8592,P.F._3393,"Great service, but room for improvement.",2021-06-16,Other,Low,"Resolved, thank you for reaching out.",2022-12-09,False
FDBK13348,8123,Buffalo_91804,Food quality was not as expected.,2023-10-11,Praise,High,"Resolved, thank you for reaching out.",2023-10-11,True
FDBK13349,9732,Outback_60235,"The service was too slow, please improve.",2021-10-20,Praise,Low,,2023-11-10,False
FDBK13350,4162,The_12120,"The service was too slow, please improve.",2021-09-15,Inquiry,Low,,2021-09-15,True
FDBK13351,3795,Chili's_25249,"The service was too slow, please improve.",2023-12-06,Praise,Low,,2023-12-06,True
FDBK13352,11203,Outback_13915,"Exceptional experience, highly recommend!",2023-05-12,Other,High,Thank you for your feedback.,2023-05-12,True
FDBK13353,9166,Chili's_81309,"Exceptional experience, highly recommend!",2023-08-17,Complaint,Low,,2023-11-13,True
FDBK13354,9343,The_92860,Food quality was not as expected.,2021-01-07,Other,Medium,,2023-05-30,True
FDBK13355,10056,The_82030,"Exceptional experience, highly recommend!",2024-12-30,Other,Medium,,2024-12-30,False
FDBK13356,7551,Buffalo_6624,Loved the ambiance and the staff were friendly.,2023-12-02,Suggestion,Medium,Thank you for your feedback.,2023-12-02,True
FDBK13357,7155,Chili's_26599,"Great service, but room for improvement.",2023-12-30,Suggestion,Medium,We are looking into this issue.,2023-12-30,True
FDBK13358,5766,Chipotle_7252,"Exceptional experience, highly recommend!",2020-09-28,Suggestion,High,,2021-10-26,False
FDBK13359,11684,Chipotle_12282,"Great service, but room for improvement.",2023-06-17,Other,High,We are looking into this issue.,2023-11-19,False
FDBK13360,11423,Texas_54297,"The service was too slow, please improve.",2023-08-14,Suggestion,Medium,,2023-09-22,False
FDBK13361,5192,The_45970,Food quality was not as expected.,2020-01-28,Suggestion,Low,Thank you for your feedback.,2024-10-31,True
FDBK13362,9038,P.F._82553,Loved the ambiance and the staff were friendly.,2021-07-13,Praise,Medium,We are looking into this issue.,2024-03-14,True
FDBK13363,6964,Texas_75697,"The service was too slow, please improve.",2022-12-29,Other,Low,"Resolved, thank you for reaching out.",2023-12-24,False
FDBK13364,5640,Olive_57621,Loved the ambiance and the staff were friendly.,2024-03-14,Suggestion,High,Thank you for your feedback.,2024-03-14,False
FDBK13365,11349,Texas_92097,Loved the ambiance and the staff were friendly.,2023-10-17,Inquiry,Medium,Thank you for your feedback.,2024-08-01,True
FDBK13366,2538,Outback_10545,"Great service, but room for improvement.",2021-12-15,Complaint,Medium,"Resolved, thank you for reaching out.",2021-12-15,True
FDBK13367,5022,Buffalo_52404,Loved the ambiance and the staff were friendly.,2022-10-29,Suggestion,Low,We are looking into this issue.,2022-10-29,False
FDBK13368,8355,The_33600,"Great service, but room for improvement.",2024-06-10,Suggestion,High,,2024-06-10,True
FDBK13369,7257,Buffalo_23524,"The service was too slow, please improve.",2020-06-17,Other,Medium,We are looking into this issue.,2021-04-29,False
FDBK13370,8639,Olive_72591,"Exceptional experience, highly recommend!",2021-07-19,Other,High,,2022-01-29,False
FDBK13371,3439,Red_40466,"Exceptional experience, highly recommend!",2020-03-10,Complaint,Low,We are looking into this issue.,2020-12-30,True
FDBK13372,5485,The_69820,"Great service, but room for improvement.",2023-11-06,Suggestion,Low,We are looking into this issue.,2023-11-06,False
FDBK13373,8242,Buffalo_22074,"Exceptional experience, highly recommend!",2022-07-22,Suggestion,Medium,"Resolved, thank you for reaching out.",2022-07-22,True
FDBK13374,7290,The_54500,"The service was too slow, please improve.",2021-04-13,Praise,High,"Resolved, thank you for reaching out.",2024-10-08,False
FDBK13375,11775,The_12390,"Exceptional experience, highly recommend!",2023-04-22,Other,High,We are looking into this issue.,2023-06-07,False
FDBK13376,9791,Buffalo_84044,Loved the ambiance and the staff were friendly.,2024-08-18,Other,Low,,2024-08-18,True
FDBK13377,6714,P.F._34743,"The service was too slow, please improve.",2022-02-06,Inquiry,High,Thank you for your feedback.,2022-02-06,False
FDBK13378,10081,Chili's_33139,"The service was too slow, please improve.",2024-02-15,Complaint,Low,Thank you for your feedback.,2024-08-09,False
FDBK13379,3338,Olive_23221,"Exceptional experience, highly recommend!",2024-02-18,Inquiry,High,,2024-04-24,True
FDBK13380,8606,Outback_80185,Loved the ambiance and the staff were friendly.,2022-05-04,Suggestion,Medium,Thank you for your feedback.,2023-07-13,False
FDBK13381,2286,Red_84826,"The service was too slow, please improve.",2023-12-09,Praise,High,"Resolved, thank you for reaching out.",2023-12-09,False
FDBK13382,3739,Texas_80127,Loved the ambiance and the staff were friendly.,2024-05-30,Other,Medium,,2024-05-30,True
FDBK13383,10273,Panera_78538,Food quality was not as expected.,2024-03-23,Inquiry,Low,We are looking into this issue.,2024-03-23,False
FDBK13384,9384,Buffalo_9794,Food quality was not as expected.,2024-07-06,Inquiry,Low,We are looking into this issue.,2024-07-06,True
FDBK13385,5003,Panera_42978,Food quality was not as expected.,2024-09-28,Complaint,High,Thank you for your feedback.,2024-09-28,False
FDBK13386,11617,Texas_74317,"Exceptional experience, highly recommend!",2021-01-08,Suggestion,Low,Thank you for your feedback.,2021-01-25,False
FDBK13387,5884,Texas_39867,"Exceptional experience, highly recommend!",2023-05-11,Praise,Low,We are looking into this issue.,2023-11-01,True
FDBK13388,3188,Texas_91907,Loved the ambiance and the staff were friendly.,2022-08-08,Suggestion,Low,"Resolved, thank you for reaching out.",2024-06-10,True
FDBK13389,4590,P.F._9273,"The service was too slow, please improve.",2023-11-05,Other,High,,2023-11-05,False
FDBK13390,11705,Chipotle_7312,"The service was too slow, please improve.",2022-11-20,Other,Medium,Thank you for your feedback.,2024-05-23,False
FDBK13391,2088,Buffalo_85074,"The service was too slow, please improve.",2023-12-14,Praise,Low,We are looking into this issue.,2024-03-26,False
FDBK13392,10191,Outback_87255,Loved the ambiance and the staff were friendly.,2022-03-25,Inquiry,High,,2022-03-25,False
FDBK13393,7811,Outback_56025,"Exceptional experience, highly recommend!",2023-01-09,Praise,Low,We are looking into this issue.,2023-01-09,False
FDBK13394,9689,Outback_84335,"Great service, but room for improvement.",2024-11-29,Other,Low,We are looking into this issue.,2024-11-29,False
FDBK13395,5654,Chipotle_27912,"Great service, but room for improvement.",2022-03-28,Inquiry,High,We are looking into this issue.,2023-11-28,False
FDBK13396,2928,The_73880,"Exceptional experience, highly recommend!",2024-12-25,Complaint,High,Thank you for your feedback.,2024-12-25,False
FDBK13397,9671,Texas_87677,Food quality was not as expected.,2021-12-25,Praise,High,Thank you for your feedback.,2021-12-25,False
FDBK13398,5990,Texas_73377,"Exceptional experience, highly recommend!",2021-05-06,Other,Medium,We are looking into this issue.,2024-09-07,False
FDBK13399,5428,Chili's_81919,"The service was too slow, please improve.",2023-12-06,Praise,Low,Thank you for your feedback.,2023-12-06,True
FDBK13400,3628,Texas_51197,"Great service, but room for improvement.",2022-02-01,Other,Low,"Resolved, thank you for reaching out.",2023-01-13,False
FDBK13401,5621,Buffalo_41724,Loved the ambiance and the staff were friendly.,2024-06-26,Suggestion,Low,"Resolved, thank you for reaching out.",2024-06-26,True
FDBK13402,11537,Chipotle_84312,Loved the ambiance and the staff were friendly.,2024-02-28,Other,Low,Thank you for your feedback.,2024-02-28,False
FDBK13403,9842,P.F._18673,Food quality was not as expected.,2020-10-04,Other,High,We are looking into this issue.,2023-05-26,False
FDBK13404,2804,The_57600,"Exceptional experience, highly recommend!",2021-04-26,Suggestion,High,"Resolved, thank you for reaching out.",2023-02-08,False
FDBK13405,4777,Red_59376,Food quality was not as expected.,2020-11-04,Complaint,High,,2023-03-23,True
FDBK13406,7819,P.F._88923,Food quality was not as expected.,2021-08-04,Complaint,Low,,2024-08-27,False
FDBK13407,4789,Chipotle_16992,Loved the ambiance and the staff were friendly.,2021-09-04,Suggestion,Low,Thank you for your feedback.,2021-09-04,True
FDBK13408,9002,The_58320,Loved the ambiance and the staff were friendly.,2020-07-12,Inquiry,Low,We are looking into this issue.,2024-09-11,False
FDBK13409,6442,P.F._48723,"The service was too slow, please improve.",2021-08-22,Inquiry,High,We are looking into this issue.,2021-08-22,False
FDBK13410,9031,Panera_80438,"Great service, but room for improvement.",2022-04-09,Inquiry,Medium,We are looking into this issue.,2022-04-11,True
FDBK13411,7732,Texas_97767,"Exceptional experience, highly recommend!",2024-10-11,Other,High,"Resolved, thank you for reaching out.",2024-10-11,True
FDBK13412,9211,The_77620,"The service was too slow, please improve.",2020-03-20,Other,High,"Resolved, thank you for reaching out.",2021-05-09,False
FDBK13413,3701,P.F._1703,"Great service, but room for improvement.",2022-03-26,Praise,Low,"Resolved, thank you for reaching out.",2024-12-14,False
FDBK13414,7842,Buffalo_68984,"Exceptional experience, highly recommend!",2023-06-06,Other,Medium,"Resolved, thank you for reaching out.",2024-07-26,True
FDBK13415,10520,Chili's_68509,Loved the ambiance and the staff were friendly.,2023-05-18,Suggestion,Medium,,2023-05-18,True
FDBK13416,9838,Chipotle_83172,Food quality was not as expected.,2020-10-21,Inquiry,High,,2022-10-03,True
FDBK13417,5493,Chipotle_67262,Loved the ambiance and the staff were friendly.,2022-04-22,Complaint,High,,2022-04-22,False
FDBK13418,2594,Red_75876,Food quality was not as expected.,2023-08-22,Praise,High,We are looking into this issue.,2023-08-22,False
FDBK13419,9596,Olive_25311,Loved the ambiance and the staff were friendly.,2021-09-09,Other,High,"Resolved, thank you for reaching out.",2024-02-25,True
FDBK13420,6201,P.F._68003,Loved the ambiance and the staff were friendly.,2020-04-11,Complaint,Medium,"Resolved, thank you for reaching out.",2020-09-04,True
FDBK13421,6180,Red_67036,Loved the ambiance and the staff were friendly.,2022-06-26,Other,Medium,Thank you for your feedback.,2023-11-09,False
FDBK13422,8975,Chipotle_73872,"Great service, but room for improvement.",2024-05-03,Other,Low,We are looking into this issue.,2024-05-03,False
FDBK13423,8831,Red_4326,"Great service, but room for improvement.",2020-11-22,Complaint,Low,"Resolved, thank you for reaching out.",2024-07-23,False
FDBK13424,2100,Buffalo_54014,"The service was too slow, please improve.",2021-11-13,Other,Medium,"Resolved, thank you for reaching out.",2023-02-09,True
FDBK13425,5075,Buffalo_43454,Food quality was not as expected.,2024-01-14,Complaint,Medium,We are looking into this issue.,2024-04-08,True
FDBK13426,5548,Red_8836,Loved the ambiance and the staff were friendly.,2024-08-30,Suggestion,Medium,Thank you for your feedback.,2024-08-30,True
FDBK13427,11870,Panera_19628,Food quality was not as expected.,2022-08-13,Other,High,"Resolved, thank you for reaching out.",2022-08-13,True
FDBK13428,4380,Outback_18845,Food quality was not as expected.,2020-02-28,Inquiry,Low,We are looking into this issue.,2023-07-30,False
FDBK13429,4649,Red_776,"Great service, but room for improvement.",2024-03-15,Praise,High,"Resolved, thank you for reaching out.",2024-06-03,False
FDBK13430,4816,The_47910,Loved the ambiance and the staff were friendly.,2022-05-19,Suggestion,Medium,"Resolved, thank you for reaching out.",2024-11-19,False
FDBK13431,4816,Chipotle_36942,Loved the ambiance and the staff were friendly.,2024-01-30,Other,Low,"Resolved, thank you for reaching out.",2024-01-30,True
FDBK13432,2129,Outback_23095,Food quality was not as expected.,2022-02-09,Other,High,Thank you for your feedback.,2022-02-09,False
FDBK13433,8599,Buffalo_83254,"Great service, but room for improvement.",2021-04-26,Other,High,"Resolved, thank you for reaching out.",2024-07-15,True
FDBK13434,2620,Texas_44747,Loved the ambiance and the staff were friendly.,2023-02-04,Other,Medium,We are looking into this issue.,2023-02-04,True
FDBK13435,2238,Red_90096,Food quality was not as expected.,2021-09-29,Praise,High,Thank you for your feedback.,2022-08-03,True
FDBK13436,11128,Texas_56947,Loved the ambiance and the staff were friendly.,2023-02-06,Complaint,Medium,Thank you for your feedback.,2023-02-06,False
FDBK13437,3506,The_24580,Food quality was not as expected.,2023-10-14,Other,Medium,Thank you for your feedback.,2023-10-14,True
FDBK13438,4220,Outback_17795,Food quality was not as expected.,2020-07-01,Suggestion,Low,"Resolved, thank you for reaching out.",2020-12-23,False
FDBK13439,10613,Red_66466,Loved the ambiance and the staff were friendly.,2023-10-21,Complaint,Medium,We are looking into this issue.,2023-10-21,True
FDBK13440,2587,Chili's_1189,Loved the ambiance and the staff were friendly.,2024-12-23,Inquiry,Medium,,2024-12-23,True
FDBK13441,7646,Buffalo_14364,Loved the ambiance and the staff were friendly.,2020-12-09,Suggestion,High,Thank you for your feedback.,2023-04-24,False
FDBK13442,7280,The_24340,Loved the ambiance and the staff were friendly.,2022-03-13,Suggestion,Low,We are looking into this issue.,2022-03-13,False
FDBK13443,8205,Buffalo_414,"Great service, but room for improvement.",2023-03-02,Other,High,Thank you for your feedback.,2023-03-02,False
FDBK13444,6206,Texas_54327,"The service was too slow, please improve.",2021-02-13,Praise,Low,Thank you for your feedback.,2021-05-21,True
FDBK13445,2010,Chipotle_54042,Food quality was not as expected.,2022-09-06,Other,Low,Thank you for your feedback.,2023-05-24,False
FDBK13446,6795,P.F._27453,"Great service, but room for improvement.",2024-11-16,Suggestion,High,"Resolved, thank you for reaching out.",2024-11-16,False
FDBK13447,6793,The_87090,"The service was too slow, please improve.",2024-10-19,Complaint,Low,We are looking into this issue.,2024-10-19,True
FDBK13448,4632,Buffalo_55044,Food quality was not as expected.,2022-02-24,Suggestion,High,Thank you for your feedback.,2022-02-24,True
FDBK13449,4276,Panera_3308,Food quality was not as expected.,2024-01-03,Other,Medium,Thank you for your feedback.,2024-01-03,True
FDBK13450,11246,Panera_79578,Food quality was not as expected.,2020-11-08,Other,Low,"Resolved, thank you for reaching out.",2023-07-08,False
FDBK13451,3812,The_87480,"The service was too slow, please improve.",2021-04-18,Suggestion,Low,,2024-02-29,True
FDBK13452,7359,P.F._44243,Loved the ambiance and the staff were friendly.,2024-03-18,Other,Low,"Resolved, thank you for reaching out.",2024-03-20,False
FDBK13453,7549,Olive_71191,"The service was too slow, please improve.",2020-12-06,Complaint,High,We are looking into this issue.,2022-02-24,True
FDBK13454,2029,Chipotle_69522,Loved the ambiance and the staff were friendly.,2022-01-09,Complaint,High,We are looking into this issue.,2024-05-04,True
FDBK13455,7971,P.F._76533,Loved the ambiance and the staff were friendly.,2020-04-14,Suggestion,Low,We are looking into this issue.,2024-08-10,False
FDBK13456,5979,Panera_4918,"The service was too slow, please improve.",2021-04-18,Suggestion,Low,,2022-05-14,True
FDBK13457,8529,Texas_94597,"The service was too slow, please improve.",2021-02-20,Complaint,Medium,"Resolved, thank you for reaching out.",2023-05-10,False
FDBK13458,6497,Panera_61528,Food quality was not as expected.,2022-06-23,Inquiry,Low,Thank you for your feedback.,2022-06-23,False
FDBK13459,11359,P.F._93373,"Great service, but room for improvement.",2022-01-05,Other,Medium,,2022-01-05,True
FDBK13460,7005,The_21360,"Great service, but room for improvement.",2023-12-26,Complaint,High,"Resolved, thank you for reaching out.",2023-12-26,False
FDBK13461,2176,Texas_80397,Loved the ambiance and the staff were friendly.,2021-07-24,Complaint,High,We are looking into this issue.,2023-04-23,True
FDBK13462,11508,Red_91206,"The service was too slow, please improve.",2021-05-24,Praise,Low,Thank you for your feedback.,2022-03-10,True
FDBK13463,11090,Chili's_29099,Food quality was not as expected.,2021-09-07,Complaint,Low,"Resolved, thank you for reaching out.",2021-12-13,False
